h3,base,pdmg,cems,lisa,product
88674ec0d5fffff,161,0,0.0,ns,IMPACT
88674ec0d7fffff,2,0,0.0,ns,IMPACT
88674ec0d9fffff,14,0,0.0,ns,IMPACT
88674ec0ddfffff,69,0,0.0,ns,IMPACT
88674ec0e1fffff,161,5,3.0,ns,IMPACT
88674ec0e3fffff,284,0,0.0,ns,IMPACT
88674ec0e5fffff,310,0,0.0,ns,IMPACT
88674ec0e7fffff,79,0,0.0,ns,IMPACT
88674ec0e9fffff,866,9,0.0,ns,IMPACT
88674ec0ebfffff,128,0,0.0,ns,IMPACT
88674ec0edfffff,1267,2,0.0,ns,IMPACT
88674ec133fffff,1017,20,0.0,ns,IMPACT
88674ec135fffff,319,2,0.0,ns,IMPACT
88674ec137fffff,1482,24,0.0,ns,IMPACT
88674ec181fffff,75,0,0.0,ns,IMPACT
88674ec183fffff,864,6,0.0,ns,IMPACT
88674ec185fffff,86,0,0.0,ns,IMPACT
88674ec187fffff,21,0,0.0,ns,IMPACT
88674ec189fffff,2,0,0.0,ns,IMPACT
88674ec18bfffff,18,0,0.0,ns,IMPACT
88674ec191fffff,366,0,0.0,ns,IMPACT
88674ec193fffff,74,0,0.0,ns,IMPACT
88674ec195fffff,1558,1,0.0,ns,IMPACT
88674ec197fffff,231,0,0.0,ns,IMPACT
88674ec199fffff,6,0,0.0,ns,IMPACT
88674ec19bfffff,89,0,0.0,ns,IMPACT
88674ec19dfffff,158,0,0.0,ns,IMPACT
88674ec1a3fffff,131,0,0.0,ns,IMPACT
88674ec1a5fffff,1,0,0.0,ns,IMPACT
88674ec1a7fffff,987,2,0.0,ns,IMPACT
88674ec1a9fffff,51,0,0.0,ns,IMPACT
88674ec1abfffff,103,0,0.0,ns,IMPACT
88674ec1adfffff,998,0,0.0,ns,IMPACT
88674ec1b1fffff,899,1,0.0,ns,IMPACT
88674ec1b3fffff,283,1,0.0,ns,IMPACT
88674ec1b5fffff,173,2,0.0,ns,IMPACT
88674ec1b7fffff,6,0,0.0,ns,IMPACT
88674ec1b9fffff,1226,47,0.0,ns,IMPACT
88674ec1bbfffff,1881,57,0.0,ns,IMPACT
88674ec1bdfffff,17,0,0.0,ns,IMPACT
88674ec1c1fffff,28,0,0.0,ns,IMPACT
88674ec1c3fffff,336,0,0.0,ns,IMPACT
88674ec1c5fffff,260,0,0.0,ns,IMPACT
88674ec1c7fffff,22,0,0.0,ns,IMPACT
88674ec1cbfffff,8,0,0.0,ns,IMPACT
88674ec1d1fffff,37,0,0.0,ns,IMPACT
88674ec1d3fffff,8,0,0.0,ns,IMPACT
88674ec1d5fffff,17,0,0.0,ns,IMPACT
88674ec1d7fffff,2,0,0.0,ns,IMPACT
88674ec1d9fffff,189,0,0.0,ns,IMPACT
88674ec1dbfffff,168,1,0.0,ns,IMPACT
88674ec1ddfffff,11,0,0.0,ns,IMPACT
88674ec1e1fffff,1184,0,0.0,LL,IMPACT
88674ec1e3fffff,14,0,0.0,ns,IMPACT
88674ec1e5fffff,1679,6,0.0,LL,IMPACT
88674ec1e7fffff,2506,31,0.0,LL,IMPACT
88674ec1e9fffff,796,7,0.0,ns,IMPACT
88674ec1ebfffff,163,0,0.0,ns,IMPACT
88674ec1edfffff,1084,5,0.0,LL,IMPACT
88674ec2a5fffff,222,24,0.0,ns,IMPACT
88674ec2a7fffff,65,0,0.0,ns,IMPACT
88674ec2b7fffff,31,0,0.0,ns,IMPACT
88674ec521fffff,87,0,0.0,ns,IMPACT
88674ec523fffff,15,0,0.0,ns,IMPACT
88674ec525fffff,18,0,0.0,ns,IMPACT
88674ec527fffff,31,0,0.0,ns,IMPACT
88674ec529fffff,216,0,0.0,ns,IMPACT
88674ec52bfffff,15,0,0.0,ns,IMPACT
88674ec52dfffff,613,30,0.0,ns,IMPACT
88674ec54dfffff,10,0,0.0,ns,IMPACT
88674ec561fffff,417,5,0.0,ns,IMPACT
88674ec563fffff,230,0,0.0,ns,IMPACT
88674ec565fffff,1258,12,0.0,ns,IMPACT
88674ec567fffff,1290,27,0.0,ns,IMPACT
88674ec569fffff,819,0,0.0,ns,IMPACT
88674ec56bfffff,199,0,0.0,ns,IMPACT
88674ec56dfffff,805,29,0.0,LL,IMPACT
88674ec727fffff,26,0,0.0,ns,IMPACT
88674ec8c1fffff,4,0,0.0,ns,IMPACT
88674ec8c3fffff,20,0,0.0,ns,IMPACT
88674ec8c9fffff,8,0,0.0,ns,IMPACT
88674ec8cbfffff,137,0,0.0,ns,IMPACT
88674ec8cdfffff,73,0,0.0,ns,IMPACT
88674ec8d1fffff,47,0,0.0,ns,IMPACT
88674ec8d5fffff,4,0,0.0,ns,IMPACT
88674ec8d9fffff,1036,8,0.0,LL,IMPACT
88674ec8dbfffff,1400,8,0.0,ns,IMPACT
88674ec8ddfffff,195,0,0.0,ns,IMPACT
88674eca11fffff,596,8,0.0,ns,IMPACT
88674eca13fffff,2506,13,0.0,ns,IMPACT
88674eca17fffff,1059,9,0.0,LL,IMPACT
88674eca1bfffff,138,0,0.0,ns,IMPACT
88674eca81fffff,1335,115,0.0,ns,IMPACT
88674eca83fffff,1,0,0.0,ns,IMPACT
88674eca85fffff,710,9,0.0,ns,IMPACT
88674eca87fffff,51,0,0.0,ns,IMPACT
88674eca89fffff,2217,16,0.0,ns,IMPACT
88674eca8bfffff,1741,3,0.0,ns,IMPACT
88674eca8dfffff,2279,48,0.0,ns,IMPACT
88674eca91fffff,1,0,0.0,ns,IMPACT
88674eca93fffff,454,0,0.0,ns,IMPACT
88674eca97fffff,233,0,0.0,ns,IMPACT
88674eca9bfffff,127,0,0.0,ns,IMPACT
88674eca9dfffff,3,0,0.0,ns,IMPACT
88674ecaa3fffff,6,0,0.0,ns,IMPACT
88674ecaa9fffff,14,0,0.0,ns,IMPACT
88674ecaabfffff,27,0,0.0,ns,IMPACT
88674ecab1fffff,532,0,0.0,ns,IMPACT
88674ecab3fffff,793,0,0.0,ns,IMPACT
88674ecab5fffff,122,0,0.0,ns,IMPACT
88674ecab7fffff,1180,21,0.0,ns,IMPACT
88674ecab9fffff,1,0,0.0,ns,IMPACT
88674ecabbfffff,155,0,0.0,ns,IMPACT
88674ecabdfffff,22,0,0.0,ns,IMPACT
88674ecac1fffff,1313,5,0.0,ns,IMPACT
88674ecac3fffff,1902,80,0.0,LL,IMPACT
88674ecac5fffff,2164,82,0.0,LL,IMPACT
88674ecac7fffff,2161,59,0.0,ns,IMPACT
88674ecac9fffff,289,4,0.0,ns,IMPACT
88674ecacbfffff,934,33,0.0,ns,IMPACT
88674ecacdfffff,379,14,0.0,ns,IMPACT
88674ecad1fffff,2342,51,0.0,ns,IMPACT
88674ecad3fffff,8,0,0.0,ns,IMPACT
88674ecad5fffff,2242,71,0.0,LL,IMPACT
88674ecad7fffff,760,9,0.0,ns,IMPACT
88674ecad9fffff,2100,46,0.0,LL,IMPACT
88674ecadbfffff,1846,12,0.0,LL,IMPACT
88674ecaddfffff,2430,45,0.0,ns,IMPACT
88674ecae1fffff,1461,26,0.0,LL,IMPACT
88674ecae3fffff,1212,22,0.0,ns,IMPACT
88674ecae7fffff,14,0,0.0,ns,IMPACT
88674ecae9fffff,1993,9,0.0,LL,IMPACT
88674ecaebfffff,2076,25,0.0,ns,IMPACT
88674ecaedfffff,652,1,0.0,ns,IMPACT
88674ecc49fffff,15,0,0.0,ns,IMPACT
88674ecc4dfffff,2,0,0.0,ns,IMPACT
88674ece01fffff,107,1,0.0,ns,IMPACT
88674ece05fffff,91,0,0.0,ns,IMPACT
88674ece09fffff,201,2,0.0,ns,IMPACT
88674ece0bfffff,24,0,0.0,ns,IMPACT
88674ece0dfffff,244,0,0.0,ns,IMPACT
88674ece21fffff,57,0,0.0,ns,IMPACT
88674ece25fffff,226,0,0.0,ns,IMPACT
88674ece27fffff,14,0,0.0,ns,IMPACT
88674ece29fffff,189,0,0.0,ns,IMPACT
88674ece2bfffff,4,0,0.0,ns,IMPACT
88674ece2dfffff,102,0,0.0,ns,IMPACT
88674ece41fffff,132,0,0.0,ns,IMPACT
88674ece43fffff,1287,22,0.0,ns,IMPACT
88674ece45fffff,7,0,0.0,ns,IMPACT
88674ece47fffff,255,0,0.0,ns,IMPACT
88674ece49fffff,327,16,0.0,ns,IMPACT
88674ece4bfffff,443,0,0.0,ns,IMPACT
88674ece4dfffff,114,0,0.0,ns,IMPACT
88674ece51fffff,1196,16,0.0,ns,IMPACT
88674ece53fffff,452,9,0.0,ns,IMPACT
88674ece55fffff,1496,11,0.0,ns,IMPACT
88674ece57fffff,237,0,0.0,ns,IMPACT
88674ece59fffff,1346,3,0.0,LL,IMPACT
88674ece5bfffff,545,17,0.0,ns,IMPACT
88674ece5dfffff,1191,1,0.0,LL,IMPACT
88674ece61fffff,332,0,0.0,ns,IMPACT
88674ece63fffff,239,0,0.0,ns,IMPACT
88674ece65fffff,502,0,0.0,ns,IMPACT
88674ece67fffff,210,11,0.0,ns,IMPACT
88674ece69fffff,253,0,0.0,ns,IMPACT
88674ece6bfffff,1172,6,0.0,ns,IMPACT
88674ece6dfffff,412,0,0.0,ns,IMPACT
88674ece81fffff,20,0,0.0,ns,IMPACT
88674ece85fffff,10,0,0.0,ns,IMPACT
88674ece89fffff,50,0,0.0,ns,IMPACT
88674ece8dfffff,77,0,0.0,ns,IMPACT
88674ecec1fffff,1023,1,0.0,ns,IMPACT
88674ecec3fffff,575,0,0.0,ns,IMPACT
88674ecec7fffff,310,0,0.0,ns,IMPACT
88674ecec9fffff,882,0,0.0,ns,IMPACT
88674ececbfffff,27,0,0.0,ns,IMPACT
88674ececdfffff,1,0,0.0,ns,IMPACT
88674ecee1fffff,2,0,0.0,ns,IMPACT
88674ecee3fffff,58,0,0.0,ns,IMPACT
88674eceebfffff,80,0,0.0,ns,IMPACT
88674ecf03fffff,2,0,0.0,ns,IMPACT
88674ecf05fffff,281,2,0.0,ns,IMPACT
88674ecf0dfffff,413,0,0.0,ns,IMPACT
88674ecf11fffff,33,0,0.0,ns,IMPACT
88674ecf13fffff,1,0,0.0,ns,IMPACT
88674ecf19fffff,215,0,0.0,ns,IMPACT
88674ecf1bfffff,85,16,0.0,ns,IMPACT
88674ecf1dfffff,72,0,0.0,ns,IMPACT
88674ecf29fffff,369,0,0.0,ns,IMPACT
88674ecf2dfffff,9,0,0.0,ns,IMPACT
88674ecf41fffff,2085,21,0.0,ns,IMPACT
88674ecf43fffff,557,0,0.0,ns,IMPACT
88674ecf45fffff,1913,29,0.0,LL,IMPACT
88674ecf47fffff,826,11,0.0,LL,IMPACT
88674ecf49fffff,488,1,0.0,ns,IMPACT
88674ecf4bfffff,39,0,0.0,ns,IMPACT
88674ecf4dfffff,1927,18,0.0,LL,IMPACT
88674ecf51fffff,1,0,0.0,ns,IMPACT
88674ecf53fffff,62,0,0.0,ns,IMPACT
88674ecf57fffff,27,0,0.0,ns,IMPACT
88674ecf59fffff,98,1,0.0,ns,IMPACT
88674ecf5bfffff,95,0,0.0,ns,IMPACT
88674ecf5dfffff,1,0,0.0,ns,IMPACT
88674ecf61fffff,2007,13,0.0,LL,IMPACT
88674ecf63fffff,1581,21,0.0,LL,IMPACT
88674ecf65fffff,2265,41,0.0,LL,IMPACT
88674ecf67fffff,2060,23,0.0,LL,IMPACT
88674ecf69fffff,1087,0,0.0,LL,IMPACT
88674ecf6bfffff,1193,4,0.0,LL,IMPACT
88674ecf6dfffff,766,0,0.0,LL,IMPACT
