h3,base,pdmg,cems,lisa,product
88674ec195fffff,1558,5,0.0,ns,OSU
88674ec197fffff,231,3,0.0,ns,OSU
88674ec199fffff,6,0,0.0,ns,OSU
88674ec19bfffff,89,8,0.0,ns,OSU
88674ec19dfffff,158,0,0.0,ns,OSU
88674ec1a3fffff,131,0,0.0,ns,OSU
88674ec1a5fffff,1,0,0.0,ns,OSU
88674ec1a7fffff,988,0,0.0,ns,OSU
88674ec1a9fffff,51,0,0.0,ns,OSU
88674ec1abfffff,103,0,0.0,ns,OSU
88674ec1adfffff,997,0,0.0,ns,OSU
88674ec1b1fffff,899,0,0.0,ns,OSU
88674ec1b3fffff,283,2,0.0,ns,OSU
88674ec1b5fffff,174,0,0.0,ns,OSU
88674ec1b7fffff,6,0,0.0,ns,OSU
88674ec1b9fffff,1227,0,0.0,ns,OSU
88674ec1bbfffff,1882,27,0.0,ns,OSU
88674ec1bdfffff,17,0,0.0,ns,OSU
88674ec1c1fffff,28,0,0.0,ns,OSU
88674ec1c3fffff,336,0,0.0,ns,OSU
88674ec1c5fffff,260,0,0.0,ns,OSU
88674ec1c7fffff,22,0,0.0,ns,OSU
88674ec1cbfffff,8,0,0.0,ns,OSU
88674ec1d1fffff,37,0,0.0,ns,OSU
88674ec1d3fffff,8,0,0.0,ns,OSU
88674ec1d5fffff,17,0,0.0,ns,OSU
88674ec1d7fffff,2,0,0.0,ns,OSU
88674ec1d9fffff,189,0,0.0,ns,OSU
88674ec1dbfffff,168,9,0.0,ns,OSU
88674ec1ddfffff,11,0,0.0,ns,OSU
88674ec1e1fffff,1185,6,0.0,ns,OSU
88674ec1e3fffff,14,0,0.0,ns,OSU
88674ec1e5fffff,1680,19,0.0,LL,OSU
88674ec1e7fffff,2506,13,0.0,ns,OSU
88674ec1e9fffff,795,4,0.0,ns,OSU
88674ec1ebfffff,164,0,0.0,ns,OSU
88674ec1edfffff,1082,6,0.0,ns,OSU
88674ec2a5fffff,224,14,0.0,ns,OSU
88674ec2a7fffff,64,0,0.0,ns,OSU
88674ec2b7fffff,31,0,0.0,ns,OSU
88674ec521fffff,86,1,0.0,ns,OSU
88674ec523fffff,15,4,0.0,ns,OSU
88674ec525fffff,18,0,0.0,ns,OSU
88674ec527fffff,31,0,0.0,ns,OSU
88674ec529fffff,217,8,0.0,ns,OSU
88674ec52bfffff,15,0,0.0,ns,OSU
88674ec52dfffff,613,2,0.0,ns,OSU
88674ec54dfffff,10,0,0.0,ns,OSU
88674ec561fffff,417,8,0.0,ns,OSU
88674ec563fffff,230,11,0.0,ns,OSU
88674ec565fffff,1261,7,0.0,ns,OSU
88674ec567fffff,1289,23,0.0,ns,OSU
88674ec569fffff,820,40,0.0,ns,OSU
88674ec56bfffff,199,11,0.0,ns,OSU
88674ec56dfffff,807,5,0.0,ns,OSU
88674ec727fffff,25,0,0.0,ns,OSU
88674ec8c1fffff,4,0,0.0,ns,OSU
88674ec8c3fffff,20,0,0.0,ns,OSU
88674ec8c9fffff,8,0,0.0,ns,OSU
88674ec8cbfffff,136,0,0.0,ns,OSU
88674ec8cdfffff,73,0,0.0,ns,OSU
88674ec8d1fffff,47,0,0.0,ns,OSU
88674ec8d5fffff,4,0,0.0,ns,OSU
88674ec8d9fffff,1037,14,0.0,ns,OSU
88674ec8dbfffff,1400,22,0.0,ns,OSU
88674ec8ddfffff,195,0,0.0,ns,OSU
88674eca11fffff,596,0,0.0,ns,OSU
88674eca13fffff,2506,11,0.0,ns,OSU
88674eca17fffff,1058,0,0.0,ns,OSU
88674eca1bfffff,138,0,0.0,ns,OSU
88674eca81fffff,1335,38,0.0,ns,OSU
88674eca83fffff,1,0,0.0,ns,OSU
88674eca85fffff,712,18,0.0,ns,OSU
88674eca87fffff,51,0,0.0,ns,OSU
88674eca89fffff,2218,0,0.0,ns,OSU
88674eca8bfffff,1742,0,0.0,ns,OSU
88674eca8dfffff,2277,21,0.0,ns,OSU
88674eca91fffff,1,0,0.0,ns,OSU
88674eca93fffff,454,5,0.0,ns,OSU
88674eca97fffff,233,5,0.0,ns,OSU
88674eca9bfffff,126,0,0.0,ns,OSU
88674eca9dfffff,3,0,0.0,ns,OSU
88674ecaa3fffff,6,0,0.0,ns,OSU
88674ecaa9fffff,14,0,0.0,ns,OSU
88674ecaabfffff,27,0,0.0,ns,OSU
88674ecab1fffff,532,1,0.0,ns,OSU
88674ecab3fffff,793,2,0.0,ns,OSU
88674ecab5fffff,122,1,0.0,ns,OSU
88674ecab7fffff,1180,1,0.0,ns,OSU
88674ecab9fffff,1,0,0.0,ns,OSU
88674ecabbfffff,155,9,0.0,ns,OSU
88674ecabdfffff,22,0,0.0,ns,OSU
88674ecac1fffff,1313,6,0.0,ns,OSU
88674ecac3fffff,1902,0,0.0,LL,OSU
88674ecac5fffff,2165,18,0.0,ns,OSU
88674ecac7fffff,2162,28,0.0,LL,OSU
88674ecac9fffff,288,5,0.0,ns,OSU
88674ecacbfffff,934,10,0.0,ns,OSU
88674ecacdfffff,379,12,0.0,ns,OSU
88674ecad1fffff,2342,3,0.0,ns,OSU
88674ecad3fffff,8,0,0.0,ns,OSU
88674ecad5fffff,2243,35,0.0,LL,OSU
88674ecad7fffff,760,2,0.0,ns,OSU
88674ecad9fffff,2099,8,0.0,LL,OSU
88674ecadbfffff,1846,1,0.0,ns,OSU
88674ecaddfffff,2429,0,0.0,LL,OSU
88674ecae1fffff,1461,1,0.0,ns,OSU
88674ecae3fffff,1210,7,0.0,ns,OSU
88674ecae7fffff,14,0,0.0,ns,OSU
88674ecae9fffff,1992,5,0.0,LL,OSU
88674ecaebfffff,2078,9,0.0,LL,OSU
88674ecaedfffff,652,0,0.0,ns,OSU
88674ecc49fffff,14,0,0.0,ns,OSU
88674ecc4dfffff,2,0,0.0,ns,OSU
88674ece01fffff,107,2,0.0,ns,OSU
88674ece05fffff,92,2,0.0,ns,OSU
88674ece09fffff,201,19,0.0,ns,OSU
88674ece0bfffff,24,1,0.0,ns,OSU
88674ece0dfffff,244,1,0.0,ns,OSU
88674ece21fffff,56,1,0.0,ns,OSU
88674ece25fffff,226,2,0.0,ns,OSU
88674ece27fffff,14,0,0.0,ns,OSU
88674ece29fffff,190,2,0.0,ns,OSU
88674ece2bfffff,4,0,0.0,ns,OSU
88674ece2dfffff,102,1,0.0,ns,OSU
88674ece41fffff,132,5,0.0,ns,OSU
88674ece43fffff,1288,0,0.0,ns,OSU
88674ece45fffff,7,0,0.0,ns,OSU
88674ece47fffff,256,0,0.0,ns,OSU
88674ece49fffff,327,22,0.0,ns,OSU
88674ece4bfffff,443,0,0.0,ns,OSU
88674ece4dfffff,114,1,0.0,ns,OSU
88674ece51fffff,1195,5,0.0,ns,OSU
88674ece53fffff,452,0,0.0,ns,OSU
88674ece55fffff,1497,0,0.0,ns,OSU
88674ece57fffff,237,0,0.0,ns,OSU
88674ece59fffff,1347,0,0.0,ns,OSU
88674ece5bfffff,544,17,0.0,ns,OSU
88674ece5dfffff,1187,0,0.0,ns,OSU
88674ece61fffff,331,25,0.0,ns,OSU
88674ece63fffff,238,0,0.0,ns,OSU
88674ece65fffff,503,2,0.0,ns,OSU
88674ece67fffff,210,10,0.0,ns,OSU
88674ece69fffff,253,15,0.0,ns,OSU
88674ece6bfffff,1172,3,0.0,ns,OSU
88674ece6dfffff,411,7,0.0,ns,OSU
88674ecec1fffff,1023,17,0.0,ns,OSU
88674ecec3fffff,492,46,0.0,ns,OSU
88674ecec7fffff,232,0,0.0,ns,OSU
88674ecec9fffff,882,25,0.0,ns,OSU
88674ececbfffff,27,0,0.0,ns,OSU
88674ececdfffff,1,0,0.0,ns,OSU
88674ecf03fffff,2,0,0.0,ns,OSU
88674ecf05fffff,279,0,0.0,ns,OSU
88674ecf0dfffff,415,0,0.0,ns,OSU
88674ecf11fffff,33,0,0.0,ns,OSU
88674ecf13fffff,1,0,0.0,ns,OSU
88674ecf19fffff,216,1,0.0,ns,OSU
88674ecf1bfffff,84,12,0.0,ns,OSU
88674ecf1dfffff,72,0,0.0,ns,OSU
88674ecf29fffff,369,0,0.0,ns,OSU
88674ecf2dfffff,9,0,0.0,ns,OSU
88674ecf41fffff,2087,0,0.0,ns,OSU
88674ecf43fffff,557,2,0.0,ns,OSU
88674ecf45fffff,1913,63,0.0,ns,OSU
88674ecf47fffff,826,0,0.0,ns,OSU
88674ecf49fffff,488,14,0.0,ns,OSU
88674ecf4bfffff,38,0,0.0,ns,OSU
88674ecf4dfffff,1924,9,0.0,ns,OSU
88674ecf51fffff,1,0,0.0,ns,OSU
88674ecf53fffff,62,0,0.0,ns,OSU
88674ecf57fffff,27,0,0.0,ns,OSU
88674ecf59fffff,98,0,0.0,ns,OSU
88674ecf5bfffff,95,1,0.0,ns,OSU
88674ecf5dfffff,1,0,0.0,ns,OSU
88674ecf61fffff,2007,0,0.0,LL,OSU
88674ecf63fffff,1581,21,0.0,ns,OSU
88674ecf65fffff,2264,0,0.0,ns,OSU
88674ecf67fffff,2060,0,0.0,ns,OSU
88674ecf69fffff,1087,3,0.0,ns,OSU
88674ecf6bfffff,1195,2,0.0,ns,OSU
88674ecf6dfffff,766,2,0.0,ns,OSU
88675c1691fffff,451,0,0.0,ns,OSU
88675c1693fffff,19,0,0.0,ns,OSU
88675c1699fffff,490,0,0.0,ns,OSU
88675c169bfffff,1234,0,0.0,ns,OSU
88675c169dfffff,4,0,0.0,ns,OSU
88675c9683fffff,223,0,0.0,ns,OSU
88675c9695fffff,9,0,0.0,ns,OSU
88675c969dfffff,8,0,0.0,ns,OSU
88675c96d1fffff,1,0,0.0,ns,OSU
88675c96d7fffff,8,0,0.0,ns,OSU
88675c96dbfffff,13,0,0.0,ns,OSU
88675caa49fffff,385,0,0.0,ns,OSU
88675caa4bfffff,3,0,0.0,ns,OSU
88675caa4dfffff,225,0,0.0,ns,OSU
88675cb069fffff,146,0,0.0,ns,OSU
88675cb06dfffff,340,1,0.0,ns,OSU
88675cb101fffff,77,0,0.0,ns,OSU
88675cb103fffff,122,0,0.0,ns,OSU
88675cb105fffff,315,0,0.0,ns,OSU
88675cb107fffff,841,3,0.0,ns,OSU
88675cb109fffff,158,0,0.0,ns,OSU
88675cb10bfffff,63,0,0.0,ns,OSU
88675cb121fffff,951,1,0.0,ns,OSU
88675cb123fffff,1073,13,0.0,LL,OSU
88675cb125fffff,1214,11,0.0,ns,OSU
88675cb127fffff,1388,22,3.0,LL,OSU
88675cb129fffff,400,0,0.0,ns,OSU
88675cb12bfffff,983,0,0.0,ns,OSU
88675cb12dfffff,677,15,0.0,ns,OSU
88675cb131fffff,1059,0,0.0,ns,OSU
88675cb133fffff,323,0,0.0,ns,OSU
88675cb135fffff,947,9,0.0,ns,OSU
88675cb137fffff,362,0,0.0,ns,OSU
88675cb139fffff,766,0,0.0,ns,OSU
88675cb13bfffff,1,0,0.0,ns,OSU
88675cb13dfffff,1528,1,2.0,ns,OSU
88675cb143fffff,258,2,0.0,ns,OSU
88675cb147fffff,69,0,0.0,ns,OSU
88675cb149fffff,157,0,0.0,ns,OSU
88675cb14bfffff,500,9,0.0,ns,OSU
88675cb151fffff,20,0,0.0,ns,OSU
88675cb155fffff,112,3,0.0,ns,OSU
88675cb159fffff,197,0,0.0,ns,OSU
88675cb15dfffff,990,8,0.0,ns,OSU
88675cb167fffff,32,0,0.0,ns,OSU
88675cb203fffff,27,0,0.0,ns,OSU
88675cb205fffff,12,0,0.0,ns,OSU
88675cb207fffff,75,0,0.0,ns,OSU
88675cb209fffff,20,0,0.0,ns,OSU
88675cb20bfffff,3,0,0.0,ns,OSU
88675cb215fffff,6,0,0.0,ns,OSU
88675cb21dfffff,14,0,0.0,ns,OSU
88675cb221fffff,4,0,0.0,ns,OSU
88675cb223fffff,43,0,0.0,ns,OSU
88675cb225fffff,10,0,0.0,ns,OSU
88675cb227fffff,41,1,0.0,ns,OSU
88675cb22bfffff,8,0,0.0,ns,OSU
88675cb239fffff,56,4,0.0,ns,OSU
88675cb23dfffff,259,0,0.0,ns,OSU
88675cb241fffff,1,0,0.0,ns,OSU
88675cb243fffff,44,0,0.0,ns,OSU
88675cb247fffff,35,0,0.0,ns,OSU
88675cb24bfffff,72,0,0.0,ns,OSU
88675cb251fffff,202,28,0.0,ns,OSU
88675cb257fffff,32,4,0.0,ns,OSU
88675cb259fffff,4,0,0.0,ns,OSU
88675cb25bfffff,6,0,0.0,ns,OSU
88675cb25dfffff,8,0,0.0,ns,OSU
88675cb301fffff,610,0,0.0,ns,OSU
88675cb303fffff,377,7,0.0,ns,OSU
88675cb305fffff,8,0,0.0,ns,OSU
88675cb307fffff,820,22,0.0,ns,OSU
88675cb309fffff,3,0,0.0,ns,OSU
88675cb30bfffff,13,0,0.0,ns,OSU
88675cb311fffff,1308,3,0.0,ns,OSU
88675cb313fffff,387,11,0.0,ns,OSU
88675cb315fffff,1080,0,0.0,ns,OSU
88675cb317fffff,1109,2,0.0,ns,OSU
88675cb319fffff,76,0,0.0,ns,OSU
88675cb31bfffff,369,2,0.0,ns,OSU
88675cb323fffff,82,0,0.0,ns,OSU
88675cb331fffff,470,11,0.0,ns,OSU
88675cb333fffff,159,0,0.0,ns,OSU
88675cb335fffff,451,0,0.0,ns,OSU
88675cb337fffff,87,0,0.0,ns,OSU
88675cb339fffff,307,1,0.0,ns,OSU
88675cb33bfffff,1051,23,0.0,ns,OSU
88675cb33dfffff,327,0,0.0,ns,OSU
88675cb801fffff,38,0,0.0,ns,OSU
88675cb805fffff,179,0,0.0,ns,OSU
88675cb807fffff,18,0,0.0,ns,OSU
88675cb809fffff,808,0,1.0,ns,OSU
88675cb80bfffff,495,5,0.0,ns,OSU
88675cb823fffff,1,0,0.0,ns,OSU
88675cb82bfffff,226,0,0.0,ns,OSU
88675cb835fffff,1,0,0.0,ns,OSU
88675cb83dfffff,17,0,0.0,ns,OSU
88675cb841fffff,187,0,0.0,ns,OSU
88675cb843fffff,857,0,0.0,ns,OSU
88675cb847fffff,13,0,0.0,ns,OSU
88675cb84bfffff,630,0,0.0,ns,OSU
88675cb851fffff,728,0,0.0,ns,OSU
88675cb855fffff,1596,8,0.0,ns,OSU
88675cb857fffff,307,22,0.0,ns,OSU
88675cb859fffff,627,8,0.0,ns,OSU
88675cb85bfffff,211,6,0.0,ns,OSU
88675cb85dfffff,1613,22,0.0,ns,OSU
88675cb881fffff,1,0,0.0,ns,OSU
88675cb885fffff,71,0,0.0,ns,OSU
88675cb887fffff,282,0,0.0,ns,OSU
88675cb8a1fffff,209,0,0.0,ns,OSU
88675cb8a3fffff,834,0,0.0,ns,OSU
88675cb8a5fffff,141,0,0.0,ns,OSU
88675cb8a7fffff,457,0,0.0,ns,OSU
88675cb8abfffff,303,0,0.0,ns,OSU
88675cb8b1fffff,1,0,0.0,ns,OSU
88675cb8b5fffff,558,0,0.0,ns,OSU
88675cb8bdfffff,1362,7,0.0,ns,OSU
88675cb8c1fffff,45,0,0.0,ns,OSU
88675cb8c9fffff,249,0,0.0,ns,OSU
88675cb8cbfffff,28,0,0.0,ns,OSU
88675cb8cdfffff,270,0,0.0,ns,OSU
88675cb913fffff,17,0,0.0,ns,OSU
88675cb917fffff,51,0,0.0,ns,OSU
88675cb981fffff,766,1,0.0,ns,OSU
88675cb983fffff,5,0,0.0,ns,OSU
88675cb985fffff,321,0,0.0,ns,OSU
88675cb987fffff,199,0,0.0,ns,OSU
88675cb989fffff,701,3,0.0,ns,OSU
88675cb98bfffff,10,0,0.0,ns,OSU
88675cb98dfffff,875,0,0.0,ns,OSU
88675cb991fffff,25,0,0.0,ns,OSU
88675cb999fffff,803,0,0.0,ns,OSU
88675cb99bfffff,750,0,0.0,ns,OSU
88675cb99dfffff,188,0,0.0,ns,OSU
88675cb9a1fffff,403,2,0.0,ns,OSU
88675cb9a3fffff,149,0,0.0,ns,OSU
88675cb9a5fffff,1208,0,0.0,ns,OSU
88675cb9a7fffff,571,0,0.0,ns,OSU
88675cb9abfffff,297,0,0.0,ns,OSU
88675cb9bdfffff,60,0,0.0,ns,OSU
88675cb9c1fffff,67,0,0.0,ns,OSU
88675cb9c3fffff,19,0,0.0,ns,OSU
88675cb9c5fffff,428,8,0.0,ns,OSU
88675cb9c7fffff,692,0,0.0,ns,OSU
88675cb9c9fffff,131,0,0.0,ns,OSU
88675cb9cbfffff,11,0,0.0,ns,OSU
88675cb9cdfffff,1,0,0.0,ns,OSU
88675cb9d3fffff,171,0,0.0,ns,OSU
88675cb9d7fffff,230,10,0.0,ns,OSU
88675cb9e9fffff,279,0,0.0,ns,OSU
88675cb9ebfffff,37,0,0.0,ns,OSU
88675cba11fffff,1447,0,0.0,ns,OSU
88675cba13fffff,1643,4,0.0,ns,OSU
88675cba15fffff,531,0,0.0,ns,OSU
88675cba17fffff,1370,0,0.0,ns,OSU
88675cba19fffff,1080,0,0.0,ns,OSU
88675cba1bfffff,1359,1,0.0,LL,OSU
88675cba1dfffff,210,0,0.0,ns,OSU
88675cba31fffff,345,0,0.0,ns,OSU
88675cba33fffff,1064,0,0.0,ns,OSU
88675cba35fffff,19,0,0.0,ns,OSU
88675cba37fffff,1117,0,0.0,ns,OSU
88675cba3bfffff,640,0,0.0,ns,OSU
88675cba51fffff,29,0,0.0,ns,OSU
88675cba53fffff,884,45,0.0,ns,OSU
88675cba57fffff,143,0,0.0,ns,OSU
88675cba5bfffff,10,0,0.0,ns,OSU
88675cba81fffff,585,0,0.0,ns,OSU
88675cba83fffff,273,3,0.0,ns,OSU
88675cba85fffff,14,0,0.0,ns,OSU
88675cba87fffff,44,0,0.0,ns,OSU
88675cba89fffff,42,0,0.0,ns,OSU
88675cba8bfffff,108,0,0.0,ns,OSU
88675cba8dfffff,109,4,0.0,ns,OSU
88675cba95fffff,89,0,0.0,ns,OSU
88675cba9dfffff,55,0,0.0,ns,OSU
88675cbaa1fffff,30,0,0.0,ns,OSU
88675cbaa3fffff,363,0,0.0,ns,OSU
88675cbaa7fffff,162,0,0.0,ns,OSU
88675cbaa9fffff,113,0,0.0,ns,OSU
88675cbaabfffff,141,0,0.0,ns,OSU
88675cbab5fffff,32,0,0.0,ns,OSU
88675cbab9fffff,12,0,0.0,ns,OSU
88675cbabdfffff,1109,2,0.0,ns,OSU
88675cbac1fffff,774,19,0.0,ns,OSU
88675cbac3fffff,381,3,0.0,ns,OSU
88675cbac5fffff,1758,11,0.0,ns,OSU
88675cbac7fffff,422,6,0.0,ns,OSU
88675cbac9fffff,703,12,8.0,ns,OSU
88675cbacbfffff,293,9,0.0,ns,OSU
88675cbacdfffff,1766,9,0.0,LL,OSU
88675cbad9fffff,29,0,0.0,ns,OSU
88675cbae1fffff,1121,0,0.0,ns,OSU
88675cbae3fffff,310,4,0.0,ns,OSU
88675cbae5fffff,1222,0,0.0,ns,OSU
88675cbae7fffff,141,16,0.0,ns,OSU
88675cbae9fffff,1553,24,0.0,LL,OSU
88675cbaebfffff,635,7,0.0,ns,OSU
88675cbaedfffff,1266,11,0.0,ns,OSU
