h3,base,pdmg,cems,lisa,product
8867412ee7fffff,1054,68,0.0,ns,LIST
8867412ee9fffff,985,19,0.0,ns,LIST
8867412eebfffff,1218,29,0.0,ns,LIST
8867413413fffff,2,0,0.0,ns,LIST
8867413417fffff,2,0,0.0,ns,LIST
8867413421fffff,54,29,10.0,ns,LIST
8867413423fffff,313,183,60.0,ns,LIST
8867413425fffff,79,24,9.0,ns,LIST
8867413427fffff,946,634,101.0,ns,LIST
8867413431fffff,640,284,34.0,ns,LIST
8867413433fffff,53,14,0.0,ns,LIST
8867413435fffff,454,188,57.0,ns,LIST
8867413439fffff,24,13,4.0,ns,LIST
886741343bfffff,165,27,3.0,ns,LIST
886741343dfffff,68,28,10.0,ns,LIST
88674134c9fffff,12,0,0.0,ns,LIST
88674134cbfffff,11,0,0.0,ns,LIST
88674134edfffff,1,0,0.0,ns,LIST
8867413511fffff,207,129,25.0,HH,LIST
8867413513fffff,601,237,4.0,HH,LIST
8867413515fffff,32,7,0.0,HH,LIST
8867413517fffff,122,59,4.0,HH,LIST
8867413519fffff,2,0,0.0,ns,LIST
886741351bfffff,903,540,90.0,ns,LIST
8867413531fffff,735,413,17.0,HH,LIST
8867413535fffff,956,368,19.0,HH,LIST
8867413537fffff,244,95,0.0,HH,LIST
886741353bfffff,220,83,3.0,HH,LIST
886741353dfffff,20,13,7.0,HH,LIST
88674135c1fffff,64,0,0.0,ns,LIST
88674135c3fffff,8,0,0.0,ns,LIST
88674135c5fffff,187,26,0.0,HH,LIST
88674135c7fffff,182,33,0.0,ns,LIST
88674135c9fffff,1230,387,22.0,ns,LIST
88674135cbfffff,129,28,0.0,ns,LIST
88674135cdfffff,946,220,8.0,ns,LIST
88674135e9fffff,77,25,0.0,HH,LIST
88674135edfffff,5,0,0.0,LH,LIST
8867413691fffff,17,0,0.0,ns,LIST
8867413693fffff,7,0,0.0,ns,LIST
8867413699fffff,14,8,0.0,HH,LIST
886741369bfffff,212,6,0.0,LH,LIST
88674136b1fffff,20,0,0.0,ns,LIST
88674136b5fffff,43,6,0.0,ns,LIST
88674136b9fffff,157,7,0.0,ns,LIST
88674136bbfffff,71,1,0.0,ns,LIST
88674136bdfffff,8,0,0.0,ns,LIST
8867413891fffff,114,55,34.0,HL,LIST
8867413893fffff,902,629,140.0,LH,LIST
8867413895fffff,1,0,0.0,ns,LIST
8867413897fffff,1232,837,163.0,LH,LIST
886741389bfffff,300,126,44.0,ns,LIST
88674138b3fffff,732,420,22.0,HH,LIST
88674138b7fffff,18,0,0.0,LH,LIST
88674138bbfffff,280,153,38.0,ns,LIST
88674301a3fffff,187,25,0.0,HH,LIST
88674301a5fffff,438,114,0.0,HH,LIST
88674301abfffff,2,0,0.0,ns,LIST
88674301b1fffff,20,5,0.0,HH,LIST
88674301b5fffff,234,118,0.0,HH,LIST
88674301b7fffff,62,12,0.0,HH,LIST
88674301bdfffff,183,46,0.0,HH,LIST
88674308c3fffff,18,0,0.0,ns,LIST
88674308c9fffff,1,0,0.0,ns,LIST
88674308cbfffff,28,0,0.0,ns,LIST
88674308cdfffff,1,0,0.0,ns,LIST
88674308d1fffff,20,0,0.0,LL,LIST
88674308d5fffff,30,0,7.0,ns,LIST
88674308d9fffff,868,0,2.0,LL,LIST
88674308ddfffff,340,0,5.0,ns,LIST
8867430a81fffff,32,0,0.0,ns,LIST
8867430a83fffff,184,0,0.0,ns,LIST
8867430a85fffff,2,0,0.0,ns,LIST
8867430a91fffff,1051,134,0.0,HH,LIST
8867430a93fffff,399,45,0.0,HH,LIST
8867430a95fffff,373,0,2.0,ns,LIST
8867430a97fffff,1078,18,0.0,ns,LIST
8867430a99fffff,979,206,0.0,HH,LIST
8867430a9bfffff,773,144,0.0,HH,LIST
8867430a9dfffff,67,0,0.0,ns,LIST
8867430ab1fffff,1332,0,2.0,LL,LIST
8867430ab3fffff,1072,0,0.0,LL,LIST
8867430ab5fffff,124,0,1.0,LL,LIST
8867430ab7fffff,633,0,0.0,LL,LIST
8867430ab9fffff,1007,0,1.0,LL,LIST
8867430abbfffff,1062,0,1.0,LL,LIST
8867430abdfffff,127,0,0.0,LL,LIST
8867430ad3fffff,213,74,0.0,HH,LIST
8867430ad5fffff,37,0,4.0,ns,LIST
8867430ad7fffff,33,0,1.0,LH,LIST
8867430f41fffff,262,62,0.0,HH,LIST
8867430f43fffff,95,2,0.0,ns,LIST
8867430f45fffff,34,8,0.0,ns,LIST
8867430f47fffff,4,0,0.0,ns,LIST
8867430f49fffff,108,61,0.0,HH,LIST
8867430f4bfffff,143,13,0.0,HH,LIST
8867430f4dfffff,53,7,0.0,HH,LIST
8867430f5dfffff,5,0,0.0,ns,LIST
8867430f61fffff,4,0,0.0,ns,LIST
8867430f63fffff,1,0,0.0,ns,LIST
8867430f65fffff,1,0,0.0,LL,LIST
8867430f69fffff,13,0,0.0,ns,LIST
8867430f6bfffff,22,0,0.0,ns,LIST
8867430f6dfffff,155,0,0.0,LL,LIST
8867434123fffff,1,0,0.0,ns,LIST
8867434195fffff,416,27,0.0,ns,LIST
88674341a9fffff,7,0,0.0,ns,LIST
88674341b1fffff,2,0,0.0,ns,LIST
88674341b5fffff,5,0,0.0,ns,LIST
88674341b7fffff,2,0,0.0,ns,LIST
88674341b9fffff,1,0,0.0,ns,LIST
88674341bbfffff,8,0,0.0,ns,LIST
88674341e1fffff,11,0,0.0,ns,LIST
88674341e7fffff,2,0,0.0,ns,LIST
88674341e9fffff,2,0,0.0,ns,LIST
88674341edfffff,4,0,0.0,ns,LIST
8867434511fffff,5,0,0.0,ns,LIST
8867434513fffff,266,29,0.0,ns,LIST
8867434517fffff,109,0,0.0,ns,LIST
8867434527fffff,5,0,0.0,ns,LIST
8867434531fffff,69,3,0.0,ns,LIST
8867434535fffff,14,0,0.0,ns,LIST
8867434539fffff,7,0,0.0,ns,LIST
886743453bfffff,193,2,0.0,ns,LIST
88674345e9fffff,8,0,0.0,ns,LIST
88674345edfffff,4,0,0.0,ns,LIST
8867434891fffff,2,0,0.0,ns,LIST
8867434893fffff,286,5,0.0,ns,LIST
8867434895fffff,13,0,0.0,ns,LIST
886743489bfffff,3,0,0.0,ns,LIST
886743489dfffff,5,0,0.0,ns,LIST
88674348b1fffff,245,5,0.0,ns,LIST
88674348b3fffff,3,0,0.0,ns,LIST
88674348b5fffff,74,0,0.0,ns,LIST
88674348b7fffff,73,1,0.0,ns,LIST
88674348b9fffff,43,0,0.0,ns,LIST
88674348bbfffff,4,0,0.0,ns,LIST
8867434a43fffff,6,0,0.0,ns,LIST
8867434a45fffff,68,0,0.0,ns,LIST
8867434a47fffff,2,0,0.0,ns,LIST
8867434a63fffff,254,0,0.0,ns,LIST
8867434a6bfffff,98,0,0.0,ns,LIST
8867434ac9fffff,4,0,0.0,ns,LIST
8867434c09fffff,41,3,0.0,ns,LIST
8867434c41fffff,9,0,0.0,ns,LIST
8867434c43fffff,113,3,0.0,ns,LIST
8867434c45fffff,6,0,0.0,ns,LIST
8867434c47fffff,99,3,0.0,ns,LIST
8867434c4bfffff,80,1,0.0,ns,LIST
8867434c4dfffff,7,0,0.0,ns,LIST
8867434c5dfffff,68,0,0.0,ns,LIST
8867434c61fffff,58,0,0.0,ns,LIST
8867434c63fffff,4,0,0.0,ns,LIST
8867434c69fffff,3,0,0.0,ns,LIST
8867434c6bfffff,52,0,0.0,ns,LIST
8867434c6dfffff,3,0,0.0,ns,LIST
8867434d45fffff,3,0,0.0,ns,LIST
8867434d49fffff,188,0,0.0,ns,LIST
8867434d4bfffff,215,2,0.0,ns,LIST
8867434d4dfffff,178,0,0.0,ns,LIST
8867434d59fffff,1,0,0.0,ns,LIST
8867434d5dfffff,27,0,0.0,ns,LIST
8867434d65fffff,58,0,0.0,ns,LIST
8867434d67fffff,103,0,0.0,ns,LIST
8867434d69fffff,109,4,0.0,ns,LIST
8867434e13fffff,103,8,0.0,ns,LIST
8867434e15fffff,1,0,0.0,ns,LIST
8867434e17fffff,1,0,0.0,ns,LIST
8867434e1bfffff,2,0,0.0,ns,LIST
8867434e31fffff,6,0,0.0,ns,LIST
8867434e33fffff,105,6,0.0,ns,LIST
8867434e35fffff,3,0,0.0,ns,LIST
8867434e37fffff,46,0,0.0,ns,LIST
8867434e3bfffff,1,0,0.0,ns,LIST
8867434ec1fffff,88,0,0.0,ns,LIST
8867434ec5fffff,314,30,0.0,ns,LIST
8867434ec9fffff,129,1,0.0,ns,LIST
8867434ecdfffff,683,53,0.0,ns,LIST
8867434ee5fffff,12,0,0.0,ns,LIST
8867434ee9fffff,369,42,0.0,ns,LIST
8867434eedfffff,279,22,0.0,ns,LIST
8867434f13fffff,2,0,0.0,ns,LIST
8867434f17fffff,1,0,0.0,ns,LIST
8867434f21fffff,224,16,0.0,ns,LIST
8867434f23fffff,25,0,0.0,ns,LIST
8867434f25fffff,16,3,0.0,ns,LIST
8867434f27fffff,236,3,0.0,ns,LIST
8867434f29fffff,190,8,0.0,ns,LIST
8867434f31fffff,9,0,0.0,ns,LIST
8867434f33fffff,3,0,0.0,ns,LIST
8867434f35fffff,2,0,0.0,ns,LIST
8867434f37fffff,187,0,0.0,ns,LIST
8867434f3dfffff,1,0,0.0,ns,LIST
8867434f41fffff,277,8,0.0,ns,LIST
8867434f43fffff,218,11,0.0,ns,LIST
8867434f47fffff,681,61,0.0,ns,LIST
8867434f63fffff,5,0,0.0,ns,LIST
88674358a5fffff,23,0,0.0,ns,LIST
88674358adfffff,25,0,0.0,ns,LIST
8867435933fffff,6,0,0.0,ns,LIST
8867435981fffff,50,0,0.0,ns,LIST
8867435985fffff,116,0,0.0,ns,LIST
8867435987fffff,1,0,0.0,ns,LIST
886743598bfffff,112,0,0.0,ns,LIST
886743598dfffff,398,5,0.0,ns,LIST
8867435993fffff,10,0,0.0,ns,LIST
886743599bfffff,12,0,0.0,ns,LIST
88674359a9fffff,219,11,0.0,ns,LIST
88674359c7fffff,1,0,0.0,ns,LIST
88674359d1fffff,17,0,0.0,ns,LIST
88674359d3fffff,59,0,0.0,ns,LIST
88674359d5fffff,18,0,0.0,ns,LIST
88674359d7fffff,7,1,0.0,ns,LIST
88674359dbfffff,4,0,0.0,ns,LIST
88674359e1fffff,14,0,0.0,ns,LIST
88674359e3fffff,336,2,0.0,ns,LIST
88674359e5fffff,4,0,0.0,ns,LIST
88674359e7fffff,23,0,0.0,ns,LIST
88674359ebfffff,14,1,0.0,ns,LIST
88674359edfffff,230,5,0.0,ns,LIST
88674c5b09fffff,92,0,0.0,ns,LIST
88674c5b0bfffff,1,0,0.0,ns,LIST
88674c5b0dfffff,72,0,0.0,ns,LIST
88674c5b41fffff,537,29,0.0,ns,LIST
88674c5b43fffff,259,5,0.0,ns,LIST
88674c5b45fffff,62,0,0.0,ns,LIST
88674c5b47fffff,229,6,0.0,ns,LIST
88674c5b49fffff,1337,90,0.0,ns,LIST
88674c5b4bfffff,367,10,0.0,ns,LIST
88674c5b4dfffff,159,12,0.0,ns,LIST
88674c5b55fffff,42,0,0.0,ns,LIST
88674c5b5dfffff,74,0,0.0,ns,LIST
88674c5b63fffff,46,2,0.0,ns,LIST
88674c5b69fffff,12,1,0.0,ns,LIST
88674c5b6bfffff,44,1,0.0,ns,LIST
88674cc04dfffff,9,0,0.0,ns,LIST
88674cc203fffff,1,0,0.0,ns,LIST
88674cc207fffff,10,0,0.0,ns,LIST
88674cc215fffff,1,0,0.0,ns,LIST
88674cc221fffff,26,0,0.0,ns,LIST
88674cc223fffff,29,0,0.0,ns,LIST
88674cc225fffff,32,1,0.0,ns,LIST
88674cc227fffff,62,0,0.0,ns,LIST
88674cc22bfffff,93,0,0.0,ns,LIST
88674cc239fffff,28,0,0.0,ns,LIST
88674cc23dfffff,64,0,0.0,ns,LIST
88674cc31bfffff,44,0,0.0,ns,LIST
88674cc31dfffff,3,0,0.0,ns,LIST
88674ccb45fffff,18,0,0.0,ns,LIST
88674ccb49fffff,6,0,0.0,ns,LIST
88674ccb4dfffff,88,8,0.0,ns,LIST
88674cd883fffff,56,2,0.0,ns,LIST
88674cd895fffff,350,1,1.0,ns,LIST
88674cd89dfffff,8,0,0.0,ns,LIST
88674cd983fffff,118,9,0.0,ns,LIST
88674cd987fffff,253,23,0.0,ns,LIST
88674cd995fffff,51,0,0.0,ns,LIST
88674cd999fffff,103,0,0.0,ns,LIST
88674cd99bfffff,91,0,0.0,ns,LIST
88674cd9a1fffff,59,12,0.0,HH,LIST
88674cd9a3fffff,72,1,0.0,ns,LIST
88674cd9a5fffff,438,231,0.0,HH,LIST
88674cd9a7fffff,1282,155,0.0,HH,LIST
88674cd9b1fffff,35,0,0.0,ns,LIST
88674cd9b9fffff,473,49,0.0,ns,LIST
88674cd9bdfffff,158,1,0.0,ns,LIST
88674ec003fffff,4,0,0.0,ns,LIST
88674ec011fffff,840,39,0.0,ns,LIST
88674ec013fffff,1013,54,0.0,ns,LIST
88674ec015fffff,440,56,0.0,ns,LIST
88674ec017fffff,984,37,0.0,ns,LIST
88674ec019fffff,330,28,0.0,ns,LIST
88674ec01bfffff,1002,43,0.0,ns,LIST
88674ec031fffff,279,19,0.0,ns,LIST
88674ec033fffff,1028,14,0.0,ns,LIST
88674ec037fffff,60,0,0.0,ns,LIST
88674ec039fffff,289,8,0.0,ns,LIST
88674ec03bfffff,1730,69,0.0,ns,LIST
88674ec081fffff,243,17,0.0,ns,LIST
88674ec083fffff,742,28,0.0,ns,LIST
88674ec085fffff,205,9,0.0,ns,LIST
88674ec087fffff,786,9,0.0,ns,LIST
88674ec089fffff,223,19,0.0,ns,LIST
88674ec08bfffff,313,7,0.0,ns,LIST
88674ec08dfffff,95,6,0.0,ns,LIST
88674ec091fffff,908,70,0.0,ns,LIST
88674ec093fffff,598,17,0.0,ns,LIST
88674ec095fffff,1316,83,0.0,ns,LIST
88674ec097fffff,1525,25,0.0,ns,LIST
88674ec09bfffff,28,7,0.0,ns,LIST
88674ec09dfffff,443,12,0.0,ns,LIST
88674ec0a1fffff,897,18,0.0,ns,LIST
88674ec0a3fffff,958,30,0.0,ns,LIST
88674ec0a5fffff,5,0,0.0,ns,LIST
88674ec0a7fffff,47,4,0.0,ns,LIST
88674ec0a9fffff,1637,26,0.0,ns,LIST
88674ec0abfffff,840,23,0.0,ns,LIST
88674ec0adfffff,35,0,0.0,ns,LIST
88674ec0b1fffff,212,19,0.0,ns,LIST
88674ec0b3fffff,1328,30,0.0,ns,LIST
88674ec0b5fffff,837,22,0.0,ns,LIST
88674ec0b7fffff,1129,44,0.0,ns,LIST
88674ec0b9fffff,1392,19,0.0,ns,LIST
88674ec0bbfffff,1179,41,0.0,ns,LIST
88674ec0bdfffff,1036,35,0.0,ns,LIST
88674ec0c1fffff,222,13,0.0,ns,LIST
88674ec0c3fffff,54,2,0.0,ns,LIST
88674ec0c5fffff,406,4,0.0,ns,LIST
88674ec0c7fffff,39,0,0.0,ns,LIST
88674ec0c9fffff,125,0,0.0,ns,LIST
88674ec0cbfffff,4,0,0.0,ns,LIST
88674ec0cdfffff,875,11,0.0,ns,LIST
88674ec0d1fffff,25,0,0.0,ns,LIST
88674ec0d5fffff,161,11,0.0,ns,LIST
