h3,base,pdmg,cems,lisa,product
88674ec0d7fffff,2,0,0.0,ns,LIST
88674ec0d9fffff,14,1,0.0,ns,LIST
88674ec0ddfffff,69,9,0.0,ns,LIST
88674ec0e1fffff,161,16,3.0,ns,LIST
88674ec0e3fffff,284,12,0.0,ns,LIST
88674ec0e5fffff,310,20,0.0,ns,LIST
88674ec0e7fffff,79,0,0.0,ns,LIST
88674ec0e9fffff,866,17,0.0,ns,LIST
88674ec0ebfffff,128,5,0.0,ns,LIST
88674ec0edfffff,1267,56,0.0,ns,LIST
88674ec133fffff,1017,55,0.0,ns,LIST
88674ec135fffff,319,22,0.0,ns,LIST
88674ec137fffff,1482,76,0.0,ns,LIST
88674ec181fffff,75,0,0.0,ns,LIST
88674ec183fffff,864,52,0.0,ns,LIST
88674ec185fffff,86,1,0.0,ns,LIST
88674ec187fffff,21,1,0.0,ns,LIST
88674ec189fffff,2,0,0.0,ns,LIST
88674ec18bfffff,18,2,0.0,ns,LIST
88674ec191fffff,366,19,0.0,ns,LIST
88674ec193fffff,74,5,0.0,ns,LIST
88674ec195fffff,1558,41,0.0,ns,LIST
88674ec197fffff,231,6,0.0,ns,LIST
88674ec199fffff,6,0,0.0,ns,LIST
88674ec19bfffff,89,2,0.0,ns,LIST
88674ec19dfffff,158,7,0.0,ns,LIST
88674ec1a3fffff,131,1,0.0,ns,LIST
88674ec1a5fffff,1,0,0.0,ns,LIST
88674ec1a7fffff,987,29,0.0,ns,LIST
88674ec1a9fffff,51,0,0.0,ns,LIST
88674ec1abfffff,103,10,0.0,ns,LIST
88674ec1adfffff,998,56,0.0,ns,LIST
88674ec1b1fffff,899,47,0.0,ns,LIST
88674ec1b3fffff,283,18,0.0,ns,LIST
88674ec1b5fffff,173,2,0.0,ns,LIST
88674ec1b7fffff,6,0,0.0,ns,LIST
88674ec1b9fffff,1226,43,0.0,ns,LIST
88674ec1bbfffff,1881,51,0.0,ns,LIST
88674ec1bdfffff,17,0,0.0,ns,LIST
88674ec1c1fffff,28,0,0.0,ns,LIST
88674ec1c3fffff,336,16,0.0,ns,LIST
88674ec1c5fffff,260,22,0.0,ns,LIST
88674ec1c7fffff,22,4,0.0,ns,LIST
88674ec1cbfffff,8,2,0.0,ns,LIST
88674ec1d1fffff,37,1,0.0,ns,LIST
88674ec1d3fffff,8,0,0.0,ns,LIST
88674ec1d5fffff,17,0,0.0,ns,LIST
88674ec1d7fffff,2,0,0.0,ns,LIST
88674ec1d9fffff,189,5,0.0,ns,LIST
88674ec1dbfffff,168,8,0.0,ns,LIST
88674ec1ddfffff,11,0,0.0,ns,LIST
88674ec1e1fffff,1184,51,0.0,ns,LIST
88674ec1e3fffff,14,0,0.0,ns,LIST
88674ec1e5fffff,1679,88,0.0,ns,LIST
88674ec1e7fffff,2506,145,0.0,ns,LIST
88674ec1e9fffff,796,24,0.0,ns,LIST
88674ec1ebfffff,163,8,0.0,ns,LIST
88674ec1edfffff,1084,21,0.0,ns,LIST
88674ec2a5fffff,222,9,0.0,ns,LIST
88674ec2a7fffff,65,11,0.0,ns,LIST
88674ec2b7fffff,31,6,0.0,ns,LIST
88674ec521fffff,87,2,0.0,ns,LIST
88674ec523fffff,15,0,0.0,ns,LIST
88674ec525fffff,18,0,0.0,ns,LIST
88674ec527fffff,31,0,0.0,ns,LIST
88674ec529fffff,216,13,0.0,ns,LIST
88674ec52bfffff,15,0,0.0,ns,LIST
88674ec52dfffff,613,16,0.0,ns,LIST
88674ec54dfffff,10,0,0.0,ns,LIST
88674ec561fffff,417,28,0.0,ns,LIST
88674ec563fffff,230,27,0.0,ns,LIST
88674ec565fffff,1258,61,0.0,ns,LIST
88674ec567fffff,1290,52,0.0,ns,LIST
88674ec569fffff,819,13,0.0,ns,LIST
88674ec56bfffff,199,21,0.0,ns,LIST
88674ec56dfffff,805,29,0.0,ns,LIST
88674ec727fffff,26,0,0.0,ns,LIST
88674ec8c1fffff,4,0,0.0,ns,LIST
88674ec8c3fffff,20,0,0.0,ns,LIST
88674ec8c9fffff,8,0,0.0,ns,LIST
88674ec8cbfffff,137,4,0.0,ns,LIST
88674ec8cdfffff,73,2,0.0,ns,LIST
88674ec8d1fffff,47,0,0.0,ns,LIST
88674ec8d5fffff,4,0,0.0,ns,LIST
88674ec8d9fffff,1036,31,0.0,LL,LIST
88674ec8dbfffff,1400,32,0.0,ns,LIST
88674ec8ddfffff,195,0,0.0,ns,LIST
88674eca11fffff,596,5,0.0,ns,LIST
88674eca13fffff,2506,156,0.0,ns,LIST
88674eca17fffff,1059,32,0.0,ns,LIST
88674eca1bfffff,138,1,0.0,ns,LIST
88674eca81fffff,1335,55,0.0,ns,LIST
88674eca83fffff,1,0,0.0,ns,LIST
88674eca85fffff,710,24,0.0,ns,LIST
88674eca87fffff,51,4,0.0,ns,LIST
88674eca89fffff,2217,86,0.0,ns,LIST
88674eca8bfffff,1741,75,0.0,ns,LIST
88674eca8dfffff,2279,99,0.0,ns,LIST
88674eca91fffff,1,0,0.0,ns,LIST
88674eca93fffff,454,34,0.0,ns,LIST
88674eca97fffff,233,20,0.0,ns,LIST
88674eca9bfffff,127,0,0.0,ns,LIST
88674eca9dfffff,3,0,0.0,ns,LIST
88674ecaa3fffff,6,0,0.0,ns,LIST
88674ecaa9fffff,14,0,0.0,ns,LIST
88674ecaabfffff,27,3,0.0,ns,LIST
88674ecab1fffff,532,16,0.0,ns,LIST
88674ecab3fffff,793,16,0.0,ns,LIST
88674ecab5fffff,122,0,0.0,ns,LIST
88674ecab7fffff,1180,41,0.0,ns,LIST
88674ecab9fffff,1,0,0.0,ns,LIST
88674ecabbfffff,155,16,0.0,ns,LIST
88674ecabdfffff,22,0,0.0,ns,LIST
88674ecac1fffff,1313,49,0.0,ns,LIST
88674ecac3fffff,1902,55,0.0,ns,LIST
88674ecac5fffff,2164,159,0.0,ns,LIST
88674ecac7fffff,2161,132,0.0,ns,LIST
88674ecac9fffff,289,25,0.0,ns,LIST
88674ecacbfffff,934,44,0.0,ns,LIST
88674ecacdfffff,379,18,0.0,ns,LIST
88674ecad1fffff,2342,123,0.0,ns,LIST
88674ecad3fffff,8,0,0.0,ns,LIST
88674ecad5fffff,2242,116,0.0,ns,LIST
88674ecad7fffff,760,40,0.0,ns,LIST
88674ecad9fffff,2100,63,0.0,ns,LIST
88674ecadbfffff,1846,92,0.0,ns,LIST
88674ecaddfffff,2430,34,0.0,ns,LIST
88674ecae1fffff,1461,34,0.0,ns,LIST
88674ecae3fffff,1212,73,0.0,ns,LIST
88674ecae7fffff,14,0,0.0,ns,LIST
88674ecae9fffff,1993,88,0.0,ns,LIST
88674ecaebfffff,2076,86,0.0,ns,LIST
88674ecaedfffff,652,27,0.0,ns,LIST
88674ecc49fffff,15,0,0.0,ns,LIST
88674ecc4dfffff,2,0,0.0,ns,LIST
88674ece01fffff,107,0,0.0,ns,LIST
88674ece05fffff,91,4,0.0,ns,LIST
88674ece09fffff,201,1,0.0,ns,LIST
88674ece0bfffff,24,0,0.0,ns,LIST
88674ece0dfffff,244,1,0.0,ns,LIST
88674ece21fffff,57,0,0.0,ns,LIST
88674ece25fffff,226,2,0.0,ns,LIST
88674ece27fffff,14,0,0.0,ns,LIST
88674ece29fffff,189,8,0.0,ns,LIST
88674ece2bfffff,4,1,0.0,ns,LIST
88674ece2dfffff,102,1,0.0,ns,LIST
88674ece41fffff,132,4,0.0,ns,LIST
88674ece43fffff,1287,82,0.0,ns,LIST
88674ece45fffff,7,0,0.0,ns,LIST
88674ece47fffff,255,19,0.0,ns,LIST
88674ece49fffff,327,20,0.0,ns,LIST
88674ece4bfffff,443,24,0.0,ns,LIST
88674ece4dfffff,114,4,0.0,ns,LIST
88674ece51fffff,1196,15,0.0,ns,LIST
88674ece53fffff,452,23,0.0,ns,LIST
88674ece55fffff,1496,57,0.0,ns,LIST
88674ece57fffff,237,0,0.0,ns,LIST
88674ece59fffff,1346,75,0.0,ns,LIST
88674ece5bfffff,545,68,0.0,ns,LIST
88674ece5dfffff,1191,41,0.0,ns,LIST
88674ece61fffff,332,8,0.0,ns,LIST
88674ece63fffff,239,3,0.0,ns,LIST
88674ece65fffff,502,17,0.0,ns,LIST
88674ece67fffff,210,15,0.0,ns,LIST
88674ece69fffff,253,12,0.0,ns,LIST
88674ece6bfffff,1172,60,0.0,ns,LIST
88674ece6dfffff,412,1,0.0,ns,LIST
88674ece81fffff,20,0,0.0,ns,LIST
88674ece85fffff,10,0,0.0,ns,LIST
88674ece89fffff,50,1,0.0,ns,LIST
88674ece8dfffff,77,2,0.0,ns,LIST
88674ecec1fffff,1023,8,0.0,ns,LIST
88674ecec3fffff,575,9,0.0,ns,LIST
88674ecec7fffff,310,11,0.0,ns,LIST
88674ecec9fffff,882,8,0.0,ns,LIST
88674ececbfffff,27,0,0.0,LL,LIST
88674ececdfffff,1,0,0.0,ns,LIST
88674ecee1fffff,2,0,0.0,ns,LIST
88674ecee3fffff,58,1,0.0,ns,LIST
88674eceebfffff,80,5,0.0,ns,LIST
88674ecf03fffff,2,0,0.0,ns,LIST
88674ecf05fffff,281,6,0.0,ns,LIST
88674ecf0dfffff,413,7,0.0,ns,LIST
88674ecf11fffff,33,1,0.0,ns,LIST
88674ecf13fffff,1,0,0.0,ns,LIST
88674ecf19fffff,215,8,0.0,ns,LIST
88674ecf1bfffff,85,11,0.0,ns,LIST
88674ecf1dfffff,72,1,0.0,ns,LIST
88674ecf29fffff,369,11,0.0,ns,LIST
88674ecf2dfffff,9,0,0.0,ns,LIST
88674ecf41fffff,2085,78,0.0,ns,LIST
88674ecf43fffff,557,3,0.0,ns,LIST
88674ecf45fffff,1913,98,0.0,ns,LIST
88674ecf47fffff,826,34,0.0,ns,LIST
88674ecf49fffff,488,12,0.0,ns,LIST
88674ecf4bfffff,39,0,0.0,ns,LIST
88674ecf4dfffff,1927,79,0.0,ns,LIST
88674ecf51fffff,1,0,0.0,ns,LIST
88674ecf53fffff,62,1,0.0,ns,LIST
88674ecf57fffff,27,0,0.0,ns,LIST
88674ecf59fffff,98,3,0.0,ns,LIST
88674ecf5bfffff,95,2,0.0,ns,LIST
88674ecf5dfffff,1,0,0.0,ns,LIST
88674ecf61fffff,2007,96,0.0,LL,LIST
88674ecf63fffff,1581,72,0.0,ns,LIST
88674ecf65fffff,2265,24,0.0,LL,LIST
88674ecf67fffff,2060,47,0.0,ns,LIST
88674ecf69fffff,1087,41,0.0,ns,LIST
88674ecf6bfffff,1193,25,0.0,ns,LIST
88674ecf6dfffff,766,18,0.0,ns,LIST
88675c1691fffff,452,30,0.0,ns,LIST
88675c1693fffff,19,0,0.0,ns,LIST
88675c1699fffff,490,15,0.0,ns,LIST
88675c169bfffff,1233,165,0.0,ns,LIST
88675c169dfffff,4,0,0.0,ns,LIST
88675c9683fffff,223,4,0.0,ns,LIST
88675c9695fffff,9,0,0.0,ns,LIST
88675c969dfffff,8,0,0.0,ns,LIST
88675c96d1fffff,1,0,0.0,ns,LIST
88675c96d7fffff,8,0,0.0,ns,LIST
88675c96dbfffff,13,0,0.0,ns,LIST
88675caa49fffff,385,86,0.0,ns,LIST
88675caa4bfffff,3,0,0.0,LH,LIST
88675caa4dfffff,225,29,0.0,HH,LIST
88675cb069fffff,146,2,0.0,ns,LIST
88675cb06dfffff,340,19,0.0,ns,LIST
88675cb101fffff,77,2,0.0,ns,LIST
88675cb103fffff,122,5,0.0,ns,LIST
88675cb105fffff,315,0,0.0,ns,LIST
88675cb107fffff,842,14,0.0,ns,LIST
88675cb109fffff,157,1,0.0,ns,LIST
88675cb10bfffff,63,0,0.0,ns,LIST
88675cb121fffff,954,32,0.0,LL,LIST
88675cb123fffff,1071,41,0.0,LL,LIST
88675cb125fffff,1214,18,0.0,ns,LIST
88675cb127fffff,1390,31,3.0,LL,LIST
88675cb129fffff,400,3,0.0,ns,LIST
88675cb12bfffff,982,8,0.0,ns,LIST
88675cb12dfffff,677,8,0.0,ns,LIST
88675cb131fffff,1060,26,0.0,ns,LIST
88675cb133fffff,323,9,0.0,ns,LIST
88675cb135fffff,947,42,0.0,ns,LIST
88675cb137fffff,361,3,0.0,ns,LIST
88675cb139fffff,764,23,0.0,ns,LIST
88675cb13bfffff,1,0,0.0,ns,LIST
88675cb13dfffff,1529,100,2.0,ns,LIST
88675cb143fffff,259,1,0.0,ns,LIST
88675cb147fffff,69,0,0.0,ns,LIST
88675cb149fffff,157,7,0.0,ns,LIST
88675cb14bfffff,500,14,0.0,ns,LIST
88675cb151fffff,20,0,0.0,ns,LIST
88675cb155fffff,112,0,0.0,ns,LIST
88675cb159fffff,197,4,0.0,ns,LIST
88675cb15dfffff,990,43,0.0,ns,LIST
88675cb167fffff,32,0,0.0,ns,LIST
88675cb203fffff,27,2,0.0,ns,LIST
88675cb205fffff,12,0,0.0,ns,LIST
88675cb207fffff,75,0,0.0,ns,LIST
88675cb209fffff,20,0,0.0,ns,LIST
88675cb20bfffff,3,0,0.0,ns,LIST
88675cb215fffff,6,0,0.0,ns,LIST
88675cb21dfffff,14,0,0.0,ns,LIST
88675cb221fffff,4,0,0.0,ns,LIST
88675cb223fffff,43,5,0.0,ns,LIST
88675cb225fffff,10,0,0.0,ns,LIST
88675cb227fffff,41,4,0.0,ns,LIST
88675cb22bfffff,8,0,0.0,ns,LIST
88675cb239fffff,56,1,0.0,ns,LIST
88675cb23dfffff,259,6,0.0,ns,LIST
88675cb241fffff,1,0,0.0,ns,LIST
88675cb243fffff,44,0,0.0,ns,LIST
88675cb247fffff,35,0,0.0,ns,LIST
88675cb24bfffff,72,0,0.0,ns,LIST
88675cb251fffff,202,21,0.0,ns,LIST
88675cb257fffff,32,0,0.0,ns,LIST
88675cb259fffff,4,0,0.0,ns,LIST
88675cb25bfffff,6,0,0.0,ns,LIST
88675cb25dfffff,8,0,0.0,ns,LIST
88675cb301fffff,610,13,0.0,ns,LIST
88675cb303fffff,378,2,0.0,ns,LIST
88675cb305fffff,8,0,0.0,ns,LIST
88675cb307fffff,819,42,0.0,ns,LIST
88675cb309fffff,3,0,0.0,ns,LIST
88675cb30bfffff,13,0,0.0,ns,LIST
88675cb311fffff,1308,36,0.0,ns,LIST
88675cb313fffff,387,16,0.0,ns,LIST
88675cb315fffff,1080,20,0.0,ns,LIST
88675cb317fffff,1110,65,0.0,ns,LIST
88675cb319fffff,76,0,0.0,ns,LIST
88675cb31bfffff,369,5,0.0,ns,LIST
88675cb323fffff,82,0,0.0,ns,LIST
88675cb331fffff,469,38,0.0,ns,LIST
88675cb333fffff,159,10,0.0,ns,LIST
88675cb335fffff,452,13,0.0,ns,LIST
88675cb337fffff,86,1,0.0,ns,LIST
88675cb339fffff,306,7,0.0,ns,LIST
88675cb33bfffff,1050,24,0.0,ns,LIST
88675cb33dfffff,328,9,0.0,ns,LIST
88675cb801fffff,38,1,0.0,ns,LIST
88675cb805fffff,179,5,0.0,ns,LIST
88675cb807fffff,18,0,0.0,ns,LIST
88675cb809fffff,809,63,1.0,ns,LIST
88675cb80bfffff,494,36,0.0,ns,LIST
88675cb823fffff,1,0,0.0,ns,LIST
88675cb82bfffff,226,3,0.0,ns,LIST
88675cb835fffff,1,0,0.0,ns,LIST
88675cb83dfffff,17,0,0.0,ns,LIST
88675cb841fffff,186,10,0.0,ns,LIST
88675cb843fffff,855,77,0.0,ns,LIST
88675cb847fffff,13,3,0.0,ns,LIST
88675cb84bfffff,632,16,0.0,ns,LIST
88675cb851fffff,729,29,0.0,ns,LIST
88675cb855fffff,1597,138,0.0,ns,LIST
88675cb857fffff,307,20,0.0,ns,LIST
88675cb859fffff,627,8,0.0,ns,LIST
88675cb85bfffff,211,5,0.0,ns,LIST
88675cb85dfffff,1612,118,0.0,ns,LIST
88675cb881fffff,1,0,0.0,ns,LIST
88675cb885fffff,71,1,0.0,ns,LIST
88675cb887fffff,282,7,0.0,ns,LIST
88675cb8a1fffff,209,15,0.0,ns,LIST
88675cb8a3fffff,835,106,0.0,HH,LIST
88675cb8a5fffff,141,8,0.0,ns,LIST
88675cb8a7fffff,457,29,0.0,HH,LIST
88675cb8abfffff,303,28,0.0,ns,LIST
88675cb8b1fffff,1,0,0.0,ns,LIST
88675cb8b5fffff,558,47,0.0,HH,LIST
88675cb8bdfffff,1361,141,0.0,ns,LIST
88675cb8c1fffff,45,0,0.0,ns,LIST
88675cb8c9fffff,250,13,0.0,ns,LIST
88675cb8cbfffff,28,0,0.0,ns,LIST
88675cb8cdfffff,269,13,0.0,ns,LIST
88675cb913fffff,17,0,0.0,ns,LIST
88675cb917fffff,51,0,0.0,ns,LIST
88675cb981fffff,766,32,0.0,ns,LIST
88675cb983fffff,5,0,0.0,ns,LIST
88675cb985fffff,321,27,0.0,ns,LIST
88675cb987fffff,198,8,0.0,ns,LIST
88675cb989fffff,701,17,0.0,ns,LIST
88675cb98bfffff,10,0,0.0,ns,LIST
88675cb98dfffff,876,96,0.0,ns,LIST
88675cb991fffff,25,0,0.0,ns,LIST
88675cb999fffff,804,41,0.0,ns,LIST
88675cb99bfffff,749,64,0.0,ns,LIST
88675cb99dfffff,188,10,0.0,ns,LIST
88675cb9a1fffff,403,73,0.0,ns,LIST
88675cb9a3fffff,149,12,0.0,ns,LIST
88675cb9a5fffff,1208,80,0.0,HH,LIST
88675cb9a7fffff,571,89,0.0,HH,LIST
88675cb9abfffff,298,5,0.0,ns,LIST
88675cb9bdfffff,60,2,0.0,ns,LIST
88675cb9c1fffff,67,0,0.0,ns,LIST
88675cb9c3fffff,19,3,0.0,ns,LIST
88675cb9c5fffff,428,23,0.0,ns,LIST
88675cb9c7fffff,692,8,0.0,ns,LIST
88675cb9c9fffff,131,12,0.0,ns,LIST
88675cb9cbfffff,11,0,0.0,ns,LIST
88675cb9cdfffff,1,0,0.0,ns,LIST
88675cb9d3fffff,171,5,0.0,ns,LIST
88675cb9d7fffff,230,0,0.0,ns,LIST
88675cb9e9fffff,279,0,0.0,ns,LIST
88675cb9ebfffff,37,0,0.0,ns,LIST
88675cba11fffff,1445,48,0.0,ns,LIST
88675cba13fffff,1647,68,0.0,ns,LIST
88675cba15fffff,532,11,0.0,ns,LIST
88675cba17fffff,1369,54,0.0,ns,LIST
88675cba19fffff,1079,66,0.0,ns,LIST
88675cba1bfffff,1357,91,0.0,HL,LIST
88675cba1dfffff,210,12,0.0,ns,LIST
88675cba31fffff,344,15,0.0,ns,LIST
88675cba33fffff,1065,42,0.0,ns,LIST
88675cba35fffff,19,0,0.0,ns,LIST
88675cba37fffff,1117,53,0.0,ns,LIST
88675cba3bfffff,639,27,0.0,ns,LIST
88675cba51fffff,29,0,0.0,ns,LIST
88675cba53fffff,884,51,0.0,ns,LIST
88675cba57fffff,143,5,0.0,ns,LIST
88675cba5bfffff,10,0,0.0,ns,LIST
88675cba81fffff,585,29,0.0,ns,LIST
88675cba83fffff,274,7,0.0,ns,LIST
88675cba85fffff,14,0,0.0,ns,LIST
88675cba87fffff,44,0,0.0,ns,LIST
88675cba89fffff,42,0,0.0,ns,LIST
88675cba8bfffff,108,0,0.0,ns,LIST
88675cba8dfffff,109,9,0.0,ns,LIST
88675cba95fffff,88,0,0.0,ns,LIST
88675cba9dfffff,55,0,0.0,ns,LIST
88675cbaa1fffff,30,0,0.0,ns,LIST
88675cbaa3fffff,363,24,0.0,ns,LIST
88675cbaa7fffff,162,13,0.0,ns,LIST
88675cbaa9fffff,113,0,0.0,ns,LIST
88675cbaabfffff,141,3,0.0,ns,LIST
88675cbab5fffff,32,0,0.0,ns,LIST
88675cbab9fffff,12,0,0.0,ns,LIST
88675cbabdfffff,1109,97,0.0,ns,LIST
88675cbac1fffff,775,53,0.0,HL,LIST
88675cbac3fffff,380,15,0.0,ns,LIST
88675cbac5fffff,1756,65,0.0,ns,LIST
88675cbac7fffff,423,5,0.0,ns,LIST
88675cbac9fffff,702,10,8.0,ns,LIST
88675cbacbfffff,292,20,0.0,ns,LIST
88675cbacdfffff,1766,17,0.0,ns,LIST
88675cbad9fffff,29,0,0.0,ns,LIST
88675cbae1fffff,1120,41,0.0,ns,LIST
88675cbae3fffff,310,32,0.0,ns,LIST
88675cbae5fffff,1222,71,0.0,ns,LIST
88675cbae7fffff,141,10,0.0,ns,LIST
88675cbae9fffff,1554,44,0.0,ns,LIST
88675cbaebfffff,637,41,0.0,ns,LIST
88675cbaedfffff,1267,35,0.0,ns,LIST
