sid,s_area,centroid_lon,centroid_lat
3709,99.72140250839331,-68.62504857129483,10.664704507704215
3734,7.09613467636613,-68.97527625705393,10.480026533332419
6104,320.56975559918646,-66.83334307710979,10.61034964598575
7018,35.65184219305187,-66.84558776819547,10.621742024430361
7583,81.42349476637862,-67.25436628836167,10.479988435973997
7621,47.97407402568824,-67.05826787042629,10.48049786908383
7622,262.498312503953,-67.13028555267385,10.53650106266263
7628,15.934055522087153,-67.0662941193751,10.486355087935717
7630,16.162108169075083,-67.12891724496124,10.5284590292504
7631,16.16209742145929,-67.05768668003705,10.48260563190364
7676,7.2701365256131565,-67.18452657443476,10.461248379190804
7790,46.70489272441729,-67.2922355165786,10.470706304648376
7885,8.302465769868359,-67.11023052655634,10.479042602324578
7949,9.336653601597419,-67.0940392658101,10.524802888085464
8424,67.59278851564846,-67.48252340024493,10.211261948224276
8694,17.918467659005355,-67.45156454957296,10.143786977527384
8734,51.88318559928918,-67.555507733549,10.235698632836161
9847,6.441400508090238,-67.60374455735388,10.461656319898216
11942,8.513515460024703,-67.46965358189165,10.19258068398968
13034,9.34834684738107,-67.51218522255786,10.04005985750229
13667,8.090081417833382,-67.53176957674374,10.037447789747892
14358,100.27417287232974,-67.43577288221778,10.214799842287576
14604,8.367613992948419,-67.54681568913061,10.201649378182843
14977,7.670400519046375,-67.54820407928817,10.151120506197186
15162,8.01843704929545,-67.54453814155494,10.165793112796184
15390,12.130656492371852,-67.48644661271621,10.149507815461922
17044,9.923749682394806,-67.52877882311776,10.234466780210782
17325,6.933734539395363,-67.48265253834846,10.020341195525992
17747,7.69717881609603,-66.92944766804513,10.052228328791916
18050,9.613592433486973,-67.33283083130956,10.289535177132146
18246,9.09000397991222,-67.01652866599079,10.035408041322217
18514,6.655443533720421,-67.00375260322073,10.00200508210312
21587,9.596806422075538,-67.20479493588665,10.206677881233455
21693,6.311846957555996,-67.23229897190595,10.278243340601518
21767,7.096399977908825,-67.32023823851142,10.311372971897962
21789,8.35110386982936,-67.23946894533867,10.092573394497075
21802,5.811622292408847,-67.01436459247785,10.039218583274073
22126,9.597568718986059,-67.3080522241932,10.390959600256725
22153,9.39315372379747,-67.35519027758916,10.222709512769876
22180,8.596417699372521,-67.04282975531538,10.025229530733602
22316,9.459467999683483,-67.1159567409042,10.25931905741201
64056,8.497340911731612,-66.61715822337595,10.238390086375265
64060,9.21627410277437,-66.5745337562086,10.22175728931023
64711,5.7267561770215325,-66.53194865153849,10.470243552739497
64932,9.095637727597076,-66.58048156200319,10.47700444003701
65438,7.094932061196327,-66.68032745152608,10.277716224646433
65596,70.1994527282682,-66.7493738283937,10.28921060616068
66202,41.8350675740853,-66.73339488195614,10.293643488794626
66376,36.1834657419418,-66.79085274719996,10.423606215710928
66411,6.1188549743605885,-66.88349551573327,10.411138658504873
66629,91.32253463387141,-66.40055698955807,10.274490492621267
67041,32.57988616338696,-66.5368240709571,10.451385768057051
67169,37.00313336856914,-66.53835014555777,10.44943953683667
67715,20.653922428012702,-66.74192866875369,10.284023171179344
67981,31.902442734568528,-66.72886020194872,10.278705514181707
68169,8.639878897034388,-66.65933981798224,10.402235193339763
68606,103.84037431727165,-66.7168615147628,10.434418036964265
68611,70.48939402339634,-66.89198723762877,10.370679034898206
68739,44.84987331413175,-66.86579270235914,10.45157000237631
68886,6.9289089137184385,-66.62667314912588,10.312413810260628
69104,7.9148519586773,-66.81897875576207,10.369771808547933
69135,6.501312561754476,-66.8310905730317,10.422369948185938
70353,5.7006975785114715,-66.94923941156986,10.320979910821707
70391,32.42676304795177,-66.93219845048756,10.332640087638895
70392,158.9567084148882,-66.93230620913509,10.332589829525691
70428,43.487707019112264,-66.95086647369311,10.346105299555465
70519,8.557887064968217,-66.88618808938085,10.285106870141156
70554,6.0440808292654955,-66.85740428096437,10.292725364019946
70727,174.93517018146684,-66.81832550600649,10.259316913304378
70729,89.27571472418313,-66.81848785548172,10.259474190375224
70730,85.89364260207036,-66.81839314529117,10.259390387771461
70733,9.29904961988331,-66.83302435946435,10.257576784756015
70734,88.6723905252207,-66.81834389104496,10.259522273399728
70735,84.12174502962674,-66.81839419344398,10.259570350238347
70736,88.35455888056796,-66.81817186450431,10.259600109868956
70737,399.6468966651462,-66.81823038884819,10.259527985216005
70738,85.90897980621088,-66.81819427986616,10.259379912869914
70739,84.36636842867024,-66.81829395684161,10.259474529110493
70740,89.25652321730281,-66.81854754729015,10.259532258872945
70741,83.88235095972078,-66.81802441769601,10.259459212275289
70759,24.454013645992084,-66.81839707564635,10.25969938886881
70761,90.63637761130622,-66.81822816525805,10.25966029804307
70762,95.23480696432848,-66.81827932575614,10.259709891919275
70763,90.67331941511392,-66.81812251866579,10.259552956123878
70764,91.17014107492373,-66.81807240038158,10.259505065547142
70765,87.54121459559397,-66.81793982807037,10.259562543663524
70769,88.53153434468639,-66.81818581401835,10.25980451090177
70821,13.165684628369661,-66.74947556158118,10.289180654375558
71114,6.928096260279632,-66.62990744200609,10.297169337694257
71179,27.327504090744377,-66.73170279600183,10.43726624527834
71381,8.517278194513134,-66.70854898177629,10.409944686753104
71410,9.616141725948127,-66.89177929184737,10.397644659810464
71494,4.671203114391094,-66.72891502897023,10.44071569418451
71527,20.006107996015324,-66.82694919987148,10.399731064468261
71933,72.18925444314674,-66.81588735487088,10.15279478515414
72211,5.301915534324236,-66.87087211080272,10.237156354303751
72339,207.64217642934148,-66.95391515032134,10.23351678096356
72416,6.0537631149510185,-66.86527022060598,10.219325456528665
72753,9.735832217931266,-66.77766175988977,10.186972338251064
72969,6.3297410232777045,-66.8344624909482,10.191636958737014
72976,7.367575200844837,-66.82354926334683,10.192031774107608
73819,7.58298811915716,-66.80838934231915,10.208072957453863
74585,9.813339346015335,-66.90211103054206,10.178982477087416
74785,62.09754552054519,-66.87537276802837,10.154002981129887
76489,6.350700772588781,-66.86667914369745,10.169730230282415
77387,72.18757753059303,-66.71566810324705,10.220009641251563
78354,8.783786607571045,-66.81782439899104,10.144082406573151
78557,7.280078200006809,-66.8174414464832,10.13101994617604
78754,9.243252024364649,-66.82813970200601,10.140587288487932
79231,7.287699995250227,-66.65003855404913,10.255942399908154
79379,134.70124483797656,-66.6897335113067,10.258951407318165
79847,6.0386083951130445,-66.6762567905232,10.26538481141647
79928,9.474861475849973,-66.72164959543133,10.20012385162776
80280,139.6583609122503,-66.97135269113848,10.100772855327005
80299,5.8865357311591335,-66.77686729846027,10.211581122561526
80617,35.184518743465205,-66.72469888311807,10.097208791327606
81201,9.889408287947509,-66.80543175406281,10.246526274302237
81251,7.4941583314601035,-67.05455526306757,10.119345745008765
81271,6.047493511114866,-66.72291605378781,10.25981362980703
81388,8.447491432483604,-66.69598642693953,10.107921623802541
81581,59.31644114269111,-66.75329405870154,10.05949027137622
82317,9.541337770797458,-66.78384707183982,10.248276121380473
82374,9.154317056765576,-66.7533188045674,10.216419056834479
82903,6.545528059723757,-66.78405500654641,10.249524847427882
83965,14.872974762121924,-66.66715734883586,10.477582115862495
84240,69.79856149636498,-67.00687257384041,10.252654489148016
84434,75.90688133998388,-67.00882564269563,10.21763188711161
84698,9.414396900749665,-67.03549549797799,10.295663618103616
84737,17.249966073310233,-67.10871681032687,10.36342921578373
84889,6.848222386877616,-67.08364663467428,10.31950666600106
85907,6.614993066159506,-66.63085538362355,10.461095081574545
86771,28.704629396877138,-66.8613575531979,10.455929530508207
87623,36.13535958742026,-66.92725801319229,10.496395730606915
87734,64.32095793852295,-66.9405421918743,10.520200815373883
87740,64.04860748208678,-66.94988097863686,10.50199281973441
87826,24.054297715093476,-66.932924839077,10.509548562354189
87928,44.71179736104096,-66.93964994454238,10.495367643216879
87939,185.3319428218369,-66.91710693186519,10.478811170833138
88503,38.7937207908094,-67.04137147806968,10.457408356154255
88809,36.416965329184514,-67.04130844683912,10.455980632917502
89084,26.326784302580123,-66.92721385075022,10.496400253478367
89303,98.0635202134843,-66.94488450759196,10.497089065027627
89455,42.6398743064587,-66.94482728093685,10.497053741958144
89922,7.577590609920758,-66.9401991028003,10.506839759008045
90931,47.469815034747946,-66.92391185968748,10.505376018473827
92130,25.1637506008348,-66.91983244501748,10.516680892533984
92269,5.914175970181234,-66.84983722131786,9.606668268092593
92310,9.784792905703137,-67.00276290805384,9.511555246134224
92371,7.289369467230501,-67.7193345064407,10.005460516847657
92543,9.992953593827623,-66.82791871444451,9.778774283097732
92575,6.094537782973301,-66.72775389709135,9.730218898530811
92646,7.5113178309753295,-66.77723584697706,9.725455416658903
92817,7.103937938710245,-66.9751505529614,9.491619670976311
92847,7.725357042966557,-66.60146601698106,9.409190219932162
92991,83.39685863506054,-67.18273333832666,9.95541787129713
93032,9.79554172513674,-67.03708637241135,9.964039686096006
95517,8.660880371166403,-66.94887302538149,9.882719176056328
95709,9.57539502420339,-66.91468101014986,9.803072881888603
95986,7.428441021767547,-66.86456211254506,9.792826359235972
